,Domain,Phylum,Class,Order,Family,Genus,Species
TAX_414,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,LGRT01,LGRT01 sp001642945
TAX_415,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,Thalassiobium R2A62
TAX_416,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,MED-G52,MED-G52 sp002682975
TAX_417,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,MED-G52,MED-G52 sp002711145
TAX_418,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,MED-G52,MED-G52 sp003332035
TAX_419,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,MED-G52,MED-G52 sp902534325
TAX_420,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter sp018608045
TAX_421,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina sp002683685
TAX_422,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina sp002698165
TAX_423,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina sp905181815
TAX_424,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktomarina,Planktomarina temperata
TAX_425,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktotalea,Planktotalea sp000156115
TAX_426,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Planktotalea,Planktotalea sp018607995
TAX_427,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter NAS-14.1
TAX_428,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter sp001634775
TAX_429,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria,Tateyamaria sp003445215
TAX_430,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria,Tateyamaria sp018668195
TAX_431,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria,Tateyamaria sp900143535
TAX_432,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yoonia,Yoonia sp905182645
TAX_433,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,UBA3470,UBA3470 sp002378125
TAX_434,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Casp-alpha2,UBA3470,UBA3470 sp018665815
TAX_435,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,UBA2165,TMED23,TMED23 sp012960465
TAX_436,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,UBA2165,TMED23,TMED23 sp016777585
TAX_437,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Pelagibacter,Pelagibacter ubique HTCC1002
TAX_438,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Surface 1,Pelagibacter,Pelagibacter ubique HTCC1062
TAX_439,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,UBA7326,UBA7326 sp002708305
TAX_440,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Thalassobaculaceae,UBA7326,UBA7326 sp003284265
TAX_441,Bacteria,Proteobacteria,Alphaproteobacteria,TMED109,TMED109,TMED109,TMED109 sp002684605
TAX_442,Bacteria,Proteobacteria,Alphaproteobacteria,UBA6615,UBA6615,UBA8079,UBA8079 sp018702955
TAX_443,Bacteria,Proteobacteria,Alphaproteobacteria,UBA7985,UBA7985,UBA7985,UBA7985 sp905479265
TAX_444,Bacteria,Proteobacteria,Alphaproteobacteria,UBA8366,UBA8366,UBA6544,UBA6544 sp018665505
TAX_445,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei 1710b
TAX_446,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Sorangium,Sorangium cellulosum So ce56
TAX_447,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas SN2
TAX_448,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,UBA868,GCA-2726415,GCA-2726415 sp014239255
TAX_449,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,UBA868,REDSEA-S09-B13,REDSEA-S09-B13 sp001629395
TAX_450,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,UBA868,REDSEA-S09-B13,REDSEA-S09-B13 sp002456995
TAX_451,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,UBA868,UBA11791,UBA11791 sp012960345
TAX_452,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,UBA868,UBA868,UBA868 sp002171735
TAX_453,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,UBA868,UBA868,UBA868 sp016776875
TAX_454,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,UBA868,UBA868,UBA868 sp018661145
TAX_455,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,UBA868,UBA868,UBA868 sp018672825
TAX_456,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,BACL14,BACL14 sp018607785
TAX_457,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,BACL14,BACL14 sp905181685
TAX_458,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,GCA-2721545,GCA-2721545 sp014237605
TAX_459,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,UBA3031,UBA3031,UBA3031 sp905478365
TAX_460,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,UBA3031,UBA3031,UBA3031 sp905479505
TAX_461,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Colwellia,Colwellia psychrerythraea_D
TAX_462,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas marina
TAX_463,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,Pseudoalteromonas undina
TAX_464,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,Ga0077536,UBA4457,UBA4457 sp902557415
TAX_465,Bacteria,Proteobacteria,Gammaproteobacteria,GCA-002705445,GCA-002705445,GCA-2705445,GCA-2705445 sp018674175
TAX_466,Bacteria,Proteobacteria,Gammaproteobacteria,GCA-002705445,GCA-002716945,CACLCV01,CACLCV01 sp902559355
TAX_467,Bacteria,Proteobacteria,Gammaproteobacteria,GCA-002705445,GCA-002716945,GCA-2698665,GCA-2698665 sp018670435
TAX_468,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,GCA-002733105 sp018646825
TAX_469,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,GCA-002733105 sp905479985
TAX_470,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Pseudothioglobus,Pseudothioglobus singularis
TAX_471,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Pseudothioglobus,Pseudothioglobus singularis_A
TAX_472,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Pseudothioglobus,Pseudothioglobus sp000213395
TAX_473,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Pseudothioglobus,Pseudothioglobus sp000372785
TAX_474,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Pseudothioglobus,Pseudothioglobus sp002169705
TAX_475,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Pseudothioglobus,Pseudothioglobus sp002698045
TAX_476,Bacteria,Proteobacteria,Gammaproteobacteria,PS1,Thioglobaceae,Pseudothioglobus,Pseudothioglobus sp902509905
TAX_477,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,CABYJX01,CABYJX01 sp902519405
TAX_478,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,Halioglobus sp000156295
TAX_479,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,Halioglobus sp002862465
TAX_480,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,Halioglobus sp002862985
TAX_481,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Halioglobus,Halioglobus sp905480565
TAX_482,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp000169115
TAX_483,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp002390485
TAX_484,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp002683335
TAX_485,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp002683395
TAX_486,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp002689915
TAX_487,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp009886815
TAX_488,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp013911345
TAX_489,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp016779445
TAX_490,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp018222695
TAX_491,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp018666055
TAX_492,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp018666295
TAX_493,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp905182485
TAX_494,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halieaceae,Luminiphilus,Luminiphilus sp905478845
TAX_495,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas aquamarina
TAX_496,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas glaciei
TAX_497,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas piezotolerans
TAX_498,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas sp002366715
TAX_499,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas_C,Halomonas_C zincidurans
TAX_500,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002390555
TAX_501,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002704225
TAX_502,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp002726925
TAX_503,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA4421,UBA4421 sp009886205
TAX_504,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,UBA9659 sp012961165
TAX_505,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9659,UBA9659 sp018645845
TAX_506,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9926,UBA9926 sp002689445
TAX_507,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9926,UBA9926 sp003451575
TAX_508,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9926,UBA9926 sp018645765
TAX_509,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,HTCC2089,UBA9926,UBA9926 sp018647445
TAX_510,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter nivimaris_A
TAX_511,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp000511655
TAX_512,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp000153445
TAX_513,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002335945
TAX_514,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002378645
TAX_515,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002457245
TAX_516,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002685195
TAX_517,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp002685715
TAX_518,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp003491845
TAX_519,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp004211905
TAX_520,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,HTCC2207,HTCC2207 sp018664075
TAX_521,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Porticoccaceae,Porticoccus,Porticoccus sp002390525
TAX_522,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,UBA9145 sp001438145
TAX_523,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,UBA9145 sp002457215
TAX_524,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,UBA9145 sp002684935
TAX_525,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,UBA9145 sp002700775
TAX_526,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA7434,UBA7434,UBA7434 sp002339085
TAX_527,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA7434,UBA7434,UBA7434 sp002726445
TAX_528,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,UBA7434,UBA7434,UBA7434 sp018668095
TAX_529,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,CAJQGY01,CAJQGY01 sp905478015
TAX_530,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,D2472 sp003284215
TAX_531,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,D2472 sp902511425
TAX_532,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,D2472 sp902511575
TAX_533,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,D2472,D2472 sp905181595
TAX_534,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,MED-G78,MED-G78 sp902509965
TAX_535,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,SCGC-AAA076-P13 sp000384935
TAX_536,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,SCGC-AAA076-P13 sp000385055
TAX_537,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,D2472,SCGC-AAA076-P13,SCGC-AAA076-P13 sp018607365
TAX_538,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,AEGEAN-183,AEGEAN-183 sp001628005
TAX_539,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,CAJJAM01,CAJJAM01 sp905182235
TAX_540,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2707915,GCA-2707915 sp016777005
TAX_541,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2730855,GCA-2730855 sp902514295
TAX_542,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86,GCA-2730855,GCA-2730855 sp902532675
TAX_543,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86,SAR86_X,SAR86_XX,uncultured SAR86 cluster bacterium
TAX_544,Bacteria,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,JABHDX01,JABHDX01 sp018672815
TAX_545,Bacteria,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,UBA11654,UBA11654 sp002691305
TAX_546,Bacteria,Proteobacteria,Gammaproteobacteria,UBA11654,UBA11654,UBA11654,UBA11654 sp002717445
TAX_547,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4575,UBA4575,UBA4575,UBA4575 sp002386945
TAX_548,Bacteria,Proteobacteria,Gammaproteobacteria,UBA4575,UBA4575,UBA4575,UBA4575 sp905479295
TAX_549,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio AND4
TAX_550,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,SP4260,SP4260 sp902510755
TAX_551,Bacteria,Proteobacteria,Gammaproteobacteria,Woeseiales,Woeseiaceae,SP4260,SP4260 sp902512585
TAX_552,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002082305
TAX_553,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002685535
TAX_554,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002704555
TAX_555,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp018645085
TAX_556,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp905182865
TAX_557,Bacteria,SAR324,SAR324,SAR324,NAC60-12,JCVI-SCAAA005,JCVI-SCAAA005 sp002683655
TAX_558,Bacteria,SAR324,SAR324,SAR324,NAC60-12,UBA1014,UBA1014 sp001469005
TAX_559,Bacteria,SAR324,SAR324,SAR324,NAC60-12,UBA1014,UBA1014 sp002683785
TAX_560,Bacteria,SAR406,SAR406_X,SAR406_XX,SAR406_XXX,SAR406_XXXX,SAR406 cluster bacterium SCGC AAA160-I06
TAX_561,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,Lentisphaera araneosa
TAX_562,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,BACL24,BACL24 sp017857255
TAX_563,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,BACL24,BACL24 sp018663485
TAX_564,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,GCA-2690565,GCA-2690565 sp011522825
TAX_565,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,UBA7441,UBA7441 sp009886465
TAX_566,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,DSM-45221,UBA7441,UBA7441 sp905182465
TAX_567,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,GCA-2730975,GCA-2730975 sp002730975
TAX_568,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,GCA-2730975,GCA-2730975 sp018695085
TAX_569,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,MB11C04,MB11C04 sp002477515
TAX_570,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,MB11C04,MB11C04 sp018607205
TAX_571,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,MB11C04,MB11C04 sp018645725
TAX_572,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,MB11C04,MB11C04 sp018646565
TAX_573,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,MB11C04,MB11C04,MB11C04 sp018675995
TAX_574,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,UBA5691 sp002420265
TAX_575,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,UBA5691,UBA5691 sp018700525
TAX_576,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,AAA164-E04,AAA164-E04,AAA164-E04 sp000383715
TAX_577,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,AAA164-E04,AAA164-E04,AAA164-E04 sp002690655
TAX_578,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,UBA1096 sp002170545
TAX_579,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,UBA1096 sp002299785
TAX_580,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,UBA1096 sp002684915
TAX_581,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1096,UBA1096,UBA1096 sp018674955
TAX_582,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,JACNJL01,JACNJL01 sp014382585
TAX_583,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,UBA1100,UBA1100 sp003517285
TAX_584,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,UBA1100,UBA1100,UBA1100 sp011523245
TAX_585,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus_B,Roseibacillus_B sp002420305
TAX_586,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus_B,Roseibacillus_B sp002729275
TAX_587,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus_B,Roseibacillus_B sp014240355
TAX_588,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Rubritalea,Rubritalea profundi
TAX_589,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp000383735
TAX_590,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp002172625
TAX_591,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp002323895
TAX_592,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp002420315
TAX_593,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp002729295
TAX_594,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp018222765
TAX_595,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,SW10,SW10 sp905181965
TAX_596,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,Arctic95D-9,Arctic95D-9 sp002726915
TAX_597,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,EC70 sp002705125
TAX_598,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,EC70 sp012960505
TAX_599,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,EC70 sp014239335
TAX_600,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,EC70 sp902510815
TAX_601,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,EC70,EC70 sp902591645
TAX_602,Eukaryota,Alveolata,Alveolata_X,Chromera_group,Chromera_group_X,Chromera_group_XX,Chromera
TAX_603,Eukaryota,Alveolata,Apicomplexa,Aconoidasia,Piroplasmida,Bbesiidae,Alveolata
TAX_604,Eukaryota,Alveolata,Apicomplexa,Apicomplexa_X,Coccidia,Sarcocystidae,Toxoplasma
TAX_605,Eukaryota,Alveolata,Ciliophora,Litostomatea,Cyclotrichia,Mesodiniidae,Mesodinium
TAX_606,Eukaryota,Alveolata,Ciliophora,Prostomatea,Prostomatea_X,Colepidae,Tiarina
TAX_607,Eukaryota,Alveolata,Ciliophora,Spirotrichea,Oligotrichia,Strombidiidae,Strombidium
TAX_608,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Alexandrium
TAX_609,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Amphidinium
TAX_610,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Azadinium
TAX_611,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Brandtodinium
TAX_612,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Ceratium
TAX_613,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Crypthecodinium
TAX_614,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Durinskia
TAX_615,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Gambierdiscus
TAX_616,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Gonyaulax
TAX_617,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Gymnodinium
TAX_618,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Heterocapsa
TAX_619,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Karenia
TAX_620,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Karlodinium
TAX_621,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Kryptoperidinium
TAX_622,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Lingulodinium
TAX_623,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Peridinium
TAX_624,Eukaryota,Alveolata,Dinophyta,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Prorocentrum
